,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__gamma,param_svr__kernel,param_svr__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
83,0.03853040933609009,0.00445609978733536,0.010729789733886719,0.003951188688597708,100.0,scale,sigmoid,500000,"{'svr__C': 100.0, 'svr__gamma': 'scale', 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-112796.09784230491,-174754.91323496948,-91707.65802407058,-80503.08222129276,-114940.43783065944,36428.22799967729,98,-123882.49843183781,-146950.36285273096,-83715.31908111728,-99923.3177857835,-113617.87453786739,23969.3605902684
84,0.34302622079849243,0.064345372791345,0.008737504482269287,0.0034189309550646772,100.0,auto,linear,500000,"{'svr__C': 100.0, 'svr__gamma': 'auto', 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-4.002128668798335,-6.306029690322453,-7.744287477814752,-37.6051527484164,-13.914399646337985,13.742838826417662,9,-16.171144014183206,-15.418179925024205,-15.038445707852471,-5.124591421861491,-12.938090267230342,4.52950710411501
85,0.03391683101654053,0.0070574846530364645,0.009638190269470215,0.0036786050364663813,100.0,auto,poly,500000,"{'svr__C': 100.0, 'svr__gamma': 'auto', 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-4.705237358241332,-7.591114814644608,-8.685104918580448,-38.35504825115396,-14.834126335655087,13.657414103270998,58,-18.144628150772323,-17.101483035892787,-16.57225178128758,-6.953299431916213,-14.692915599967227,4.504139194617626
86,0.05203646421432495,0.008456495764366844,0.02980273962020874,0.013016357208093321,100.0,auto,rbf,500000,"{'svr__C': 100.0, 'svr__gamma': 'auto', 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-4.044381159904686,-6.243229939861637,-8.007907578903252,-36.82362782471633,-13.779786625846477,13.378256717512059,7,-15.776299330482173,-15.029864737470099,-14.56129790637796,-5.133393740252074,-12.625213928645577,4.347052898979395
87,0.03312712907791138,0.006789987055666019,0.008893251419067383,0.0023166182226031663,100.0,auto,sigmoid,500000,"{'svr__C': 100.0, 'svr__gamma': 'auto', 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-352.8314752939787,-415.21584694881176,-10.201057541431036,-38.86506535454354,-204.27836128469124,181.3768237943355,93,-142.49310283026773,-167.7564526452166,-68.34647872325995,-74.56004189296131,-113.2890190229264,42.83498988719767
88,0.3589392900466919,0.04147920878099543,0.008062899112701416,0.002103799512450904,100.0,0.01,linear,500000,"{'svr__C': 100.0, 'svr__gamma': 0.01, 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-4.002128668798335,-6.306029690322453,-7.744287477814752,-37.6051527484164,-13.914399646337985,13.742838826417662,9,-16.171144014183206,-15.418179925024205,-15.038445707852471,-5.124591421861491,-12.938090267230342,4.52950710411501
89,0.03963249921798706,0.025424625838302562,0.011557281017303467,0.00637563934149505,100.0,0.01,poly,500000,"{'svr__C': 100.0, 'svr__gamma': 0.01, 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-4.9202611828603855,-7.786649846758231,-8.895683419306152,-38.542831585151596,-15.036356508519091,13.648771628211849,63,-18.38248786096977,-17.347106359548995,-16.937533253533466,-7.1673452329958005,-14.958618176762007,4.529011988808563
90,0.040499746799468994,0.010438889223326912,0.023090779781341553,0.006878375943808249,100.0,0.01,rbf,500000,"{'svr__C': 100.0, 'svr__gamma': 0.01, 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-4.037445876443966,-6.277984810272714,-7.952789364095103,-36.50428794779731,-13.693126999652273,13.243083587425637,1,-16.02406270585102,-15.186694701990483,-14.832151125223664,-5.335152171231384,-12.844515176074138,4.357079206033112
91,0.04395240545272827,0.015006861455330634,0.010353803634643555,0.0035952229138242124,100.0,0.01,sigmoid,500000,"{'svr__C': 100.0, 'svr__gamma': 0.01, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-27.943200304315578,-71.98916135170631,-8.722797845480933,-57.34923932241363,-41.501099705979115,24.692707128113913,90,-24.92736995872157,-38.98778782634908,-22.61077931603113,-8.799025090404127,-23.831240547876476,10.704899021805424
92,0.38227373361587524,0.04991114876957618,0.006526768207550049,0.0015758325302971884,100.0,0.1,linear,500000,"{'svr__C': 100.0, 'svr__gamma': 0.1, 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-4.002128668798335,-6.306029690322453,-7.744287477814752,-37.6051527484164,-13.914399646337985,13.742838826417662,9,-16.171144014183206,-15.418179925024205,-15.038445707852471,-5.124591421861491,-12.938090267230342,4.52950710411501
